cid,zipcode,x,y
2820051,10003,-8235762.47,4973308.52
4173565,11208,-8222983.77,4966210.47
4332935,11207,-8226321.13,4962692.07
3283575,11101,-8230842.53,4975296.87
3334718,10069,-8236432.51,4979479.62
200152,11249,-8233578.32,4970933.49
3170246,10460,-8224317.28,4988789.40
3651745,,-8221650.16,4972296.35
4260066,11206,-8232875.62,4968148.91
122973,11204,-8236549.24,4956325.00
3700892,11375,-8220154.03,4971270.93
2818969,11236,-8227376.96,4958831.39
3502792,,-8234703.48,4975230.28
354563,10011,-8238400.39,4974663.63
4090546,11228,-8240507.01,4955872.58
4110559,11220,-8239955.54,4959177.57
3172668,11238,-8232999.54,4965230.92
3454422,,-8226717.42,4997788.43
4362877,11103,-8228520.80,4977027.95
4216167,11207,-8225035.39,4964794.35
330907,11223,-8235495.07,4952639.46
4487327,11368,-8221476.50,4973977.41
4053765,11236,-8227969.77,4960104.75
3471503,11230,-8232825.52,4955855.71
3665971,,-8219078.68,4991068.62
3411769,10472,-8223604.93,4986806.99
3684983,,-8231204.71,4970460.77
3150729,,-8206926.27,4972208.61
4571098,11217,-8234878.70,4965194.05
3810943,,-8230944.78,4975565.02
3740999,11378,-8225904.12,4971807.64
3584155,,-8237941.32,4961731.48
3880961,11372,-8225007.56,4975721.95
3265882,,-8207475.64,4971543.83
4236639,11233,-8228433.30,4965740.71
4301110,10466,-8221765.49,4996629.41
3582295,,-8227270.68,4990507.74
3560517,10025,-8233309.76,4983151.02
3640449,10035,-8230136.05,4983506.91
3090507,,-8223013.81,4972981.24
3683161,,-8235917.98,4973620.40
4314102,11106,-8230899.70,4977772.07
4297983,11422,-8208218.35,4963143.63
3686654,10019,-8235261.19,4977357.75
4575113,10011,-8237607.81,4973854.29
22233,10010,-8236228.73,4973905.80
3945323,11222,-8232331.27,4972066.16
3611607,11238,-8233820.72,4965335.26
3303839,11231,-8238121.14,4965506.39
3440158,11211,-8231796.93,4970067.17
3197765,10002,-8236569.69,4971012.10
3154808,10475,-8218910.96,4993004.61
3399378,10466,-8218256.93,4995839.69
3991198,10462,-8222636.90,4989566.79
3581374,,-8259159.26,4952022.78
347541,10002,-8235561.67,4971233.25
4089329,11366,-8215501.99,4972178.68
182138,11216,-8231841.67,4966543.85
3938426,10040,-8230325.29,4991063.03
4033955,,-8227026.89,4978262.11
134734,11219,-8237136.98,4958149.92
3121658,,-8256669.93,4956730.89
4317468,,-8228732.31,4968890.88
3780937,11413,-8209253.62,4965117.43
4620095,11413,-8210173.12,4965272.58
3033802,,-8214512.50,4971008.63
199914,11222,-8232483.63,4972425.10
3508797,10065,-8233846.77,4977793.38
4107134,10458,-8225599.78,4992806.36
1025950,10128,-8231488.96,4980423.14
4621537,10019,-8235413.70,4977324.10
4172248,,-8223406.34,4964959.19
4522753,,-8236678.29,4977786.33
4529471,10013,-8238336.95,4971587.02
3711208,,-8231615.48,4968630.09
339532,11415,-8219272.37,4969234.03
4445969,10031,-8231971.70,4987055.61
4172011,11208,-8224168.21,4966185.36
3244496,11377,-8227091.78,4975593.99
3731853,,-8236049.89,4966086.27
4244101,10022,-8234409.60,4977625.24
61070,10029,-8231143.36,4982683.72
4623928,11367,-8218444.72,4972186.03
4457825,10009,-8235222.68,4971846.42
4508165,10029,-8231439.04,4982153.57
220106,11422,-8208333.91,4961610.69
3434622,,-8219412.64,4990013.71
4163080,11691,-8210630.64,4954446.23
3477444,10451,-8228125.62,4986260.33
3970794,,-8234247.63,4964654.91
3542963,11225,-8231463.64,4962930.54
4512717,,-8228823.59,4967543.39
4508787,11432,-8215564.32,4969037.73
3897959,11375,-8220824.17,4972834.88
4300802,,-8231493.03,4986420.67
4309330,,-8215721.84,4962861.13
3513465,11234,-8228881.47,4957965.92
3169775,10033,-8230415.94,4990453.05
3212484,10458,-8224548.92,4993060.71
3956896,11378,-8227229.05,4972102.01
100971,10457,-8226294.68,4989804.44
3089905,,-8221645.92,4973526.83
3184646,11101,-8230528.61,4975497.10
3755990,,-8227439.89,4986558.96
290204,10301,-8247930.84,4958737.96
287980,10301,-8246097.85,4958207.86
2820979,11216,-8231405.37,4965268.71
3518994,,-8226320.01,4954526.14
4475529,,-8227974.78,4989738.08
3531141,11212,-8226544.88,4961918.28
3819101,10011,-8237655.68,4973879.56
3627473,10475,-8219148.81,4994072.10
3222279,10035,-8230345.82,4982490.63
3412097,,-8222025.31,4986750.94
3200740,10468,-8226641.89,4992329.19
4132698,10123,-8236573.09,4975731.50
131964,11219,-8237011.38,4959381.18
284951,10301,-8246839.79,4958620.27
3219070,,-8223535.94,4988477.71
3916798,,-8210125.25,4975590.14
4386885,,-8222421.60,4987904.22
3194937,10021,-8232951.89,4978399.69
115744,11235,-8233987.70,4950058.02
3632581,10306,-8249841.82,4949218.89
4388388,11416,-8221280.58,4965367.70
131461,11219,-8236260.19,4958790.00
4518968,,-8234176.28,4964912.22
3034612,,-8217462.93,4969248.53
3817658,11432,-8213812.16,4969357.12
1011868,11379,-8226639.27,4970339.15
3337203,10011,-8237789.76,4975020.97
3664786,11211,-8232062.99,4969177.23
4447093,11368,-8221232.16,4974876.02
4605318,,-8236873.66,4956438.66
3139163,11228,-8238898.01,4954942.75
146714,11236,-8226040.39,4959969.42
4526086,11421,-8221004.51,4966918.97
4457341,,-8228153.89,4986939.54
4140928,11208,-8223997.89,4965258.05
4274679,,-8212238.10,4974723.06
1025744,11434,-8214164.18,4965113.01
4391818,,-8230083.73,4962061.20
3397968,10034,-8228566.37,4991974.44
3399758,10016,-8234656.40,4974119.98
54618,10023,-8236009.35,4978994.58
118528,11235,-8232187.18,4950160.97
3271554,10022,-8234151.54,4977241.18
4523500,10001,-8236558.07,4975660.24
1007620,11372,-8223394.75,4976090.63
4200997,10014,-8237799.28,4972899.08
4526439,,-8230652.57,4988691.69
2928006,,-8223535.94,4988477.71
3736187,10305,-8247072.19,4952261.72
88294,10451,-8229396.81,4986976.99
4219893,,-8230266.29,4990141.74
147895,11226,-8233509.59,4960618.59
3992154,11355,-8218924.61,4975775.15
4217845,,-8237303.91,4967971.39
4561687,,-8219702.07,4976963.29
3381870,10001,-8236486.48,4975136.26
103357,10467,-8222440.99,4992864.92
3386870,11213,-8229329.89,4963959.42
30251,10001,-8236372.40,4974953.94
1014109,11378,-8227197.38,4971893.48
4202753,11420,-8217067.14,4965585.98
3389552,11232,-8237260.33,4963065.04
3680910,,-8218429.69,4970076.43
319247,10466,-8220603.47,4997826.66
4600992,,-8235969.19,4955051.38
3474122,11372,-8225880.30,4975941.05
3576815,,-8237790.93,4965942.70
2976587,,-8237972.44,4965357.88
3895755,10469,-8219533.53,4992739.53
4182275,,-8230070.81,4973842.54
3199533,11215,-8236905.13,4964170.00
219980,11429,-8208964.24,4969408.99
3961319,,-8227041.36,4990654.77
19696,10036,-8237190.67,4976856.15
3378654,11355,-8218271.07,4975288.00
3767183,10473,-8221865.01,4986123.52
3739494,10465,-8218323.93,4991213.15
4249185,11220,-8238765.09,4958366.36
3546992,10010,-8236328.75,4974573.93
4279291,,-8231033.28,4980702.80
275221,11101,-8230074.95,4976092.88
3445139,,-8226591.63,4972000.50
101718,10458,-8224372.21,4991290.94
4170602,11434,-8214199.55,4963324.14
3843597,,-8237847.15,4960319.83
250716,11358,-8215051.23,4976389.82
205487,11419,-8217774.23,4967107.95
4621048,11218,-8235008.50,4960519.07
3630055,,-8211211.73,4966838.81
3507376,,-8235981.43,4976916.26
3257717,10010,-8236992.35,4974218.01
4419669,10039,-8230660.36,4987174.63
3747483,,-8216886.24,4966901.06
156571,11218,-8235577.81,4961354.23
136742,11236,-8228757.25,4960417.27
3549134,10472,-8223267.08,4986690.92
3140443,10306,-8250139.36,4947870.54
4482831,10457,-8226618.35,4989903.34
4117798,11413,-8210367.93,4962299.08
3831614,11419,-8218754.74,4966876.98
4262572,,-8218291.65,4990967.36
196997,11211,-8233426.82,4969311.35
3703506,10003,-8235871.23,4972493.63
4623172,11214,-8236251.94,4952836.39
4459844,,-8217067.14,4977779.86
3554522,10009,-8236103.88,4972069.98
139568,11236,-8228412.39,4960710.13
3579034,10468,-8227824.38,4991970.27
282477,11372,-8224039.51,4975599.89
4212998,11385,-8225526.31,4968349.04
3090027,,-8218570.92,4970623.52
4484705,11234,-8228816.35,4954721.89
3897281,11357,-8216726.50,4980005.50
4207059,,-8218429.69,4970076.43
3783827,11368,-8221361.29,4974244.81
4410032,11411,-8208709.27,4967210.25
3732867,,-8236526.90,4973620.11
347926,11432,-8214988.86,4970182.31
222764,11413,-8211318.87,4963242.88
4387098,10473,-8223657.70,4986464.81
3532293,,-8231198.03,4970379.55
4182487,,-8218301.67,4991674.42
3825685,,-8232484.89,4965566.02
4134361,,-8227757.15,4989533.97
4215286,10012,-8237073.48,4972284.59
3226433,10013,-8237627.46,4971192.76
4212500,,-8227425.42,4952930.95
362480,11249,-8233400.92,4967926.09
4591620,11230,-8232769.86,4955465.34
316021,10027,-8231531.21,4984855.27
3558690,10022,-8233779.53,4976904.21
4324765,11434,-8211760.54,4962794.35
4181757,11428,-8208958.07,4970650.23
354433,11361,-8212966.98,4978175.02
288744,10301,-8248819.12,4955113.49
3544793,10468,-8224945.22,4994728.15
3575298,,-8220103.38,4963683.71
3616373,10459,-8225652.10,4985665.01
3739765,11691,-8210226.55,4954917.65
3348653,11373,-8223164.19,4974412.10
3787923,11422,-8208284.03,4964705.26
227886,11428,-8210147.37,4970459.65
3447185,10001,-8236447.30,4974875.14
278321,11105,-8227017.12,4979239.44
4149281,10460,-8225037.61,4987839.63
4206674,,-8230650.90,4962459.18
75710,10454,-8227657.25,4983693.88
3808413,,-8210709.68,4977482.83
3595535,10460,-8224555.60,4989503.36
2836716,,-8234847.00,4971063.12
3394168,10463,-8225241.08,4995065.47
4013860,,-8232352.42,4960951.32
25496,10009,-8235700.31,4972796.40
4302505,11419,-8218932.18,4965537.98
3818503,,-8221043.47,4973707.52
3522534,,-8236000.36,4972883.65
1022030,10013,-8237163.63,4970949.25
4285129,11223,-8235967.52,4953582.04
3629816,,-8253306.08,4954345.06
280113,11372,-8225698.71,4975369.35
26054,10003,-8236159.34,4973182.37
3404351,11433,-8214760.33,4967793.26
218939,11385,-8226459.17,4967352.74
3930272,10011,-8238424.89,4975373.25
440771,10022,-8233833.44,4976804.99
3525273,,-8234494.20,4975608.66
3654996,11433,-8213182.09,4968518.64
3645874,10305,-8244999.42,4952618.39
4262897,10018,-8236977.30,4976495.51
4158223,,-8235230.03,4980408.18
4072686,10473,-8221377.43,4986544.98
4226970,10065,-8234241.51,4977770.90
1020820,11361,-8212400.69,4978658.50
215008,11385,-8227201.71,4968209.96
4242114,11377,-8227740.45,4974401.29
3924555,10026,-8232390.27,4983303.96
4501519,11237,-8228835.83,4968227.90
3367734,11237,-8229709.55,4968884.60
3464617,11691,-8210337.32,4954455.03
4607648,11692,-8214149.01,4952365.81
4163536,,-8246304.09,4950477.83
3700469,11210,-8230604.14,4957914.58
3439600,10305,-8245357.87,4954049.61
3368969,11434,-8213790.90,4964137.93
3723012,,-8214451.13,4974004.44
3628363,,-8231979.50,4970691.65
80245,10457,-8226641.36,4988505.16
288233,10302,-8253584.46,4957000.74
4219359,,-8226272.15,4986491.29
18870,10001,-8237578.43,4975862.30
4440146,11101,-8230529.45,4975497.13
27399,10001,-8237118.82,4975487.99
4292135,10039,-8230806.19,4986167.36
4275663,11207,-8226283.28,4964945.54
3558953,10011,-8238449.39,4974576.87
3849807,11234,-8229391.32,4956307.11
3308125,11214,-8237447.89,4954195.45
3670222,10019,-8236514.65,4977334.24
3979893,10461,-8221532.83,4990801.94
3183778,11226,-8233633.10,4960718.51
3244006,10022,-8234772.86,4976967.48
285530,10302,-8253740.46,4956514.60
43967,10019,-8235260.18,4977358.09
3570498,11434,-8213063.53,4966965.95
3257590,11103,-8228035.38,4977811.51
57100,10029,-8232664.32,4981207.89
206344,11418,-8220197.44,4967437.02
211538,11433,-8214184.13,4967505.76
3712873,10454,-8227675.88,4983703.53
4172625,11369,-8222972.64,4978287.54
2235,10002,-8235818.14,4969855.03
3766145,,-8237227.10,4968148.32
4592635,,-8233993.71,4984483.90
4035651,10451,-8229182.04,4985156.66
3283718,10014,-8238258.52,4973608.28
4137696,11411,-8207574.92,4966945.39
281668,11370,-8225409.65,4977127.61
3572756,11432,-8213415.86,4970100.95
200311,11222,-8232344.69,4972365.34
4547069,10458,-8224373.04,4991291.16
4320219,11212,-8227948.62,4963310.05
51598,10022,-8234100.87,4977333.13
3573613,11214,-8237235.56,4952510.94
4511153,11215,-8236479.59,4963691.35
1013949,11214,-8237492.81,4953118.94
3315386,11362,-8207479.48,4977207.48
3690268,10458,-8225756.74,4991695.18
4270993,,-8237356.23,4952730.25
3727810,,-8227902.53,4966853.49
4338573,11226,-8233402.16,4961567.58
995351,10022,-8233871.83,4977326.20
3552644,,-8220469.06,4974248.34
4289487,,-8217668.26,4969623.22
4568604,11101,-8230797.84,4974494.58
350452,11432,-8215776.21,4968960.37
3571637,11221,-8229871.11,4966512.89
21843,10010,-8236737.21,4974682.16
4249090,,-8234850.43,4977250.61
166812,11207,-8226479.56,4964610.41
3949941,10304,-8247205.78,4956438.66
4281502,11101,-8228481.84,4975637.75
3764805,10453,-8227229.49,4991140.44
4108977,,-8236729.50,4972067.63
4251594,10471,-8230059.79,4984737.91
4481134,11373,-8223246.48,4973775.84
3221640,10451,-8229732.91,4984700.96
4399443,11385,-8227012.42,4968059.78
4029294,10469,-8221022.32,4993992.89
3812266,,-8238152.16,4965424.51
4430997,,-8212648.31,4974570.55
4344296,10012,-8236820.22,4971736.54
3760554,,-8256302.25,4951895.83
4306223,11204,-8236203.63,4955771.83
226331,11413,-8210008.29,4963258.98
4551811,11225,-8232879.40,4962836.47
4347459,,-8259159.26,4952022.78
3908406,,-8230495.61,4974520.15
283860,11372,-8223706.33,4976242.75
3243569,11236,-8225840.73,4960555.91
3826798,10016,-8235877.90,4975154.61
4608164,10461,-8221342.92,4990703.63
3165813,,-8263803.00,4941850.05
3185059,11233,-8228689.34,4965371.34
4447389,10075,-8233355.41,4979111.13
3401923,11435,-8216166.57,4968547.30
2810434,11420,-8217457.53,4965732.84
3892061,10001,-8236561.96,4974998.56
3586965,,-8248302.27,4955060.32
4312214,,-8223376.73,4992459.84
3694021,11435,-8215632.23,4967214.66
2812276,10306,-8254106.78,4949252.68
1638,10038,-8238252.62,4969276.77
3389446,10461,-8221816.20,4991199.85
3815126,11209,-8241620.43,4956786.10
240107,11377,-8226746.21,4974909.20
4441932,11368,-8223003.81,4975160.78
3730600,11417,-8220192.99,4964196.38
3304599,,-8214050.38,4963280.98
3534089,11222,-8231873.74,4971809.99
3142026,11378,-8226537.29,4972453.58
4208549,11370,-8225467.31,4978304.15
4594263,,-8252844.78,4955656.57
4163196,,-8231367.68,4984403.74
3727858,10467,-8222790.63,4991461.59
3521188,11228,-8238368.12,4955336.30
4556024,,-8231519.75,4984128.27
4580606,10460,-8224875.09,4989438.76
3769732,,-8234885.49,4975330.64
3905164,10023,-8235656.38,4978680.44
3953287,,-8208711.50,4963259.57
4305596,11218,-8235626.88,4959087.50
4297558,10016,-8235281.23,4975196.05
3303197,10451,-8229474.99,4986799.79
3678462,,-8209534.15,4976619.98
23193,10010,-8236737.21,4974682.16
3849470,11367,-8217070.48,4972486.28
4047311,,-8223016.50,4990545.86
3481601,11411,-8208617.99,4967438.12
3785248,10003,-8236316.50,4973746.16
118010,11235,-8231977.19,4950878.14
3955316,11435,-8216106.45,4969144.93
4250625,10451,-8228799.10,4985360.97
3354169,11220,-8238773.36,4958639.45
3504764,,-8232714.20,4968477.08
4558388,11217,-8235345.80,4966236.30
4458588,11220,-8238755.51,4959169.21
4397606,11236,-8225805.72,4960840.39
3702054,,-8229758.67,4962951.38
4294980,10037,-8230958.70,4984294.91
3143639,10468,-8226475.49,4993191.60
184001,11213,-8229885.37,4964875.99
3631297,11355,-8216556.74,4976635.12
3970359,11367,-8217992.20,4972600.13
4387776,11201,-8235900.17,4967034.95
3763364,10466,-8221327.33,4997324.95
3463734,,-8240065.74,4959259.28
4366416,,-8231629.29,4983929.72
3304058,10301,-8249297.28,4958020.95
4100450,,-8228432.86,4978588.86
3763420,11355,-8218622.27,4976641.88
3148850,11219,-8237218.80,4958081.08
170163,11207,-8225466.52,4962111.65
3606090,,-8224929.19,4962416.62
359518,10014,-8238773.04,4973269.93
3650626,11362,-8207722.98,4977093.65
4200471,11234,-8228730.64,4957377.02
995374,10037,-8230698.02,4984759.82
4549806,11372,-8225363.11,4976012.76
3621925,,-8257316.37,4953650.81
1031954,11428,-8208466.64,4970794.59
3387973,11236,-8227294.26,4958901.36
3284355,11372,-8224778.16,4976367.64
3672356,11218,-8233982.69,4960170.77
3967761,11373,-8223972.29,4973154.69
4345280,,-8231022.15,4982483.40
4308027,,-8234262.66,4967603.88
4608983,10310,-8251074.13,4959442.37
3126413,11209,-8240736.07,4958133.74
3327713,,-8257358.30,4957069.00
225920,11434,-8212495.50,4963355.17
4289220,11233,-8230441.06,4965876.20
4391656,11419,-8218911.70,4965480.88
4441911,11214,-8236954.36,4953805.19
3269416,10016,-8235009.36,4974668.14
11829,10011,-8237748.76,4972848.61
4426545,,-8232549.90,4965996.58
339523,11222,-8232250.68,4972406.42
29714,10036,-8236350.04,4976883.11
3694173,11369,-8224488.36,4976566.49
3915957,,-8210448.08,4972083.79
3522651,11229,-8230119.35,4953060.26
224029,11426,-8207016.51,4974270.98
2888861,,-8223570.36,4987432.65
3478840,,-8236945.90,4974304.31
3531859,11421,-8221781.52,4966845.56
1004683,11354,-8218348.66,4978322.36
4412891,,-8228600.95,4989520.73
4264124,,-8229440.30,4989509.54
4610641,11201,-8236295.35,4966792.41
3840122,,-8223537.03,4988477.46
4261527,,-8236224.11,4954581.57
3560153,11413,-8209618.75,4964734.61
4391242,,-8235881.69,4951105.74
3268934,10027,-8231835.97,4984303.99
3667612,,-8223154.09,4986552.19
4152095,,-8238946.98,4960927.11
23181,10003,-8235917.86,4973620.65
3909127,,-8232555.02,4986803.16
119970,11235,-8231127.00,4951144.35
3285959,11221,-8231509.75,4966484.41
331452,10462,-8222488.83,4990815.54
4146367,,-8241113.26,4954335.97
3689456,11228,-8239073.89,4957655.55
1527,10007,-8238432.20,4970541.27
3234814,10471,-8227190.59,4997848.92
3505969,,-8228386.66,4989514.84
49523,10028,-8232531.93,4979159.99
1034014,11230,-8234477.25,4957917.10
4203550,,-8231091.17,4988649.61
314356,11361,-8211966.44,4977047.72
4579400,10458,-8224898.46,4993212.35
319708,10466,-8221658.30,4995984.10
4236210,10460,-8224630.18,4988887.54
203774,11418,-8219419.07,4968074.35
3794355,10018,-8236568.09,4976150.16
3143230,11219,-8236534.22,4957937.70
3919707,11233,-8228041.01,4965139.74
3567975,,-8253308.31,4955926.25
3513404,,-8221081.32,4998167.68
219982,11004,-8205749.82,4973798.30
3499571,11207,-8225781.89,4962450.96
4481204,,-8223722.26,4960156.98
3422732,11433,-8232543.89,4973170.85
4003461,11201,-8237182.01,4967490.09
3717603,11212,-8228582.03,4962484.42
3457875,,-8224984.18,4961256.80
4496597,11377,-8228103.35,4974969.17
4553950,11212,-8227504.45,4962694.56
3624000,11219,-8238530.65,4958136.07
304821,10023,-8235644.66,4979768.38
4478048,11225,-8233249.65,4962147.20
3582313,,-8226436.90,4961650.78
4346843,11212,-8227290.16,4963823.14
3917037,10306,-8250158.41,4948801.23
4008578,11368,-8222255.74,4976563.85
4441025,11418,-8217087.17,4967731.62
3353422,11210,-8231307.64,4957506.53
4414216,11201,-8236796.29,4966231.31
4418305,11101,-8231229.20,4975113.76
322690,10305,-8245115.89,4955360.96
65454,10031,-8232118.49,4986040.56
250290,11355,-8218526.57,4976328.71
4358214,,-8253671.21,4954449.45
3344303,10013,-8238558.77,4971418.09
3462729,10472,-8223983.86,4987113.58
4327864,11218,-8235318.64,4960475.50
3970978,10470,-8221396.35,4998073.27
4155784,10011,-8238411.54,4974892.77
4037182,11379,-8223413.46,4969412.63
4002884,,-8217433.38,4993920.46
4242645,11416,-8220114.51,4966714.02
160467,11233,-8227180.00,4964852.91
3178867,10016,-8234693.20,4974622.88
240142,11378,-8228794.09,4972041.82
4136219,11357,-8217025.95,4979504.21
4041861,10301,-8246580.16,4960088.61
3168444,11358,-8215922.21,4976089.69
1020303,11354,-8218333.03,4977074.16
3597323,11207,-8226144.13,4963428.78
3195358,,-8229663.92,4973556.21
16739,10018,-8237125.21,4976225.29
3935612,11203,-8230084.39,4961395.90
3863846,11221,-8230342.54,4967431.36
3862690,10019,-8236166.22,4977382.15
12654,10002,-8235691.86,4970878.12
3446415,11213,-8229819.45,4963737.28
44450,10019,-8236368.75,4978345.88
297993,10306,-8251440.30,4947357.99
3957234,10469,-8222249.06,4991896.09
3155445,10459,-8226162.97,4986139.51
289472,10310,-8249591.05,4959172.12
